chrom	hg19_start	hg19_end	name	disease_trait	disease_class	internally_replicated	independently_replicated	In_DHS	fetal_origin	-LOG(P)	sample_size
chr20	33849178	33849179	rs1555322	ADHD	Neurological_behavioral	N	N	Y	Y	5.39794	647
chr20	33867696	33867697	rs619865	Freckling	Quantitative_traits	N	N	Y	Y	13.301	9126
chr20	33907160	33907161	rs6060369	Height	Quantitative_traits	Y	Y	Y	Y	16	15821
chr20	33909783	33909784	rs6088792	Height	Quantitative_traits	Y	N	Y	Y	6.09691	30968
chr20	33914207	33914208	rs6060373	Height	Quantitative_traits	Y	N	Y	Y	16.699	13665
chr20	33975180	33975181	rs6088813	Height	Quantitative_traits	Y	N	Y	Y	13	12611
chr20	34097352	34097353	rs2236164	Height	Quantitative_traits	N	N	N	NA	5.69897	19633
chr20	35766336	35766337	rs8115854	Hippocampal_atrophy	Aging	N	N	Y	Y	5.69897	381
chr20	35809782	35809783	rs6031882	Hippocampal_atrophy	Aging	N	N	Y	Y	5.22185	381
chr20	36469693	36469694	rs4811196	Bone_mineral_density-trochanter	Radiographic_parameters	N	N	Y	N	6	1141
chr20	36957836	36957837	rs6024905	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	6	4234
chr20	37690463	37690464	rs926392	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	6.30103	612
chr20	38129001	38129002	rs6028466	Telomere_length	Miscellaneous	Y	N	N	NA	6.52288	459
chr20	38685540	38685541	rs2870137	Cytomegalovirus_antibody_response	Viral_disease	N	N	N	NA	5.52288	2133
chr20	38820804	38820805	rs6028945	Response_to_TNF_antagonist_treatment	Drug_metabolism	N	N	Y	Y	6.69897	89
chr20	39228783	39228784	rs6102059	LDL_cholesterol	Serum_metabolites	Y	N	N	NA	8.39794	19840
chr20	42573821	42573822	rs6031252	Conduct_disorder_symptom_count	Neurological_behavioral	N	N	Y	Y	5.22185	3963
chr20	42854133	42854134	rs6017291	Delayed_Story_Recall	Neurological_behavioral	N	N	N	NA	5.22185	1086
chr20	42989266	42989267	rs4812829	Type_2_diabetes	Diabetes	Y	N	N	NA	9.52288	20019
chr20	43065027	43065028	rs6017342	Ulcerative_colitis	Autoimmune_disease	Y	Y	Y	Y	16.0458	7778
chr20	43980725	43980726	rs1008953	Psoriasis	Autoimmune_disease	Y	N	N	NA	7	4377
chr20	44124522	44124523	rs11696501	Brain_structure	Quantitative_traits	N	N	Y	Y	6.04576	740
chr20	44576501	44576502	rs7679	HDL_cholesterol	Serum_metabolites	Y	N	Y	Y	8.39794	19840
chr20	44576501	44576502	rs7679	Triglycerides	Serum_metabolites	Y	N	Y	Y	10.1549	19840
chr20	44740195	44740196	rs6074022	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	7	5031
chr20	44747946	44747947	rs4810485	Rheumatoid_arthritis	Autoimmune_disease	Y	Y	Y	Y	8.52288	25708
chr20	45460322	45460323	rs6066084	Adiposity	Quantitative_traits	N	N	Y	N	5.69897	2906
chr20	46208604	46208605	rs6125048	Response_to_treatment_for_acute_lymphoblastic_leukemia	Drug_metabolism	N	N	Y	Y	5.69897	487
chr20	46400712	46400713	rs4810685	ADHD	Neurological_behavioral	N	N	N	NA	5.1549	2790
chr20	46425575	46425576	rs13038095	Atrial_fibrillation	Cardiovascular	Y	N	N	NA	6.69897	14179
chr20	46779234	46779235	rs11086243	Nephrotic_syndrome	Kidney_lung_liver	Y	N	Y	Y	5.52288	1741
chr20	47343058	47343059	rs6063312	Tonometry	Cardiovascular	N	N	N	NA	5.69897	1327
chr20	48554976	48554977	rs2235617	Psoriasis	Autoimmune_disease	Y	N	Y	Y	5.69897	7353
chr20	49375241	49375242	rs6122972	Bipolar_disorder	Neurological_behavioral	Y	N	Y	Y	5.52288	564
chr20	50559651	50559652	rs6068020	Male_infertility	Miscellaneous	N	N	Y	Y	6.30103	172
chr20	50702632	50702633	rs6013382	Amyotrophic_lateral_sclerosis	Aging	N	N	Y	N	5.30103	552
chr20	51318350	51318351	rs6013509	Hemoglobin	Hematological_parameters	Y	N	N	NA	10	24167
chr20	52349891	52349892	rs6091737	Serum_calcium	Serum_metabolites	N	N	Y	Y	5.22185	20611
chr20	52791517	52791518	rs2248359	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	10.5229	26621
chr20	53267110	53267111	rs2023454	Functional_MRI	Neurological_behavioral	N	N	Y	Y	6.30103	68
chr20	53801128	53801129	rs6092078	Response_to_antipsychotic_therapy-MCV	Drug_metabolism	N	N	N	NA	5.52288	738
chr20	55638536	55638537	rs331615	Plasma_eosinophil_count	Hematological_parameters	Y	N	N	NA	6.04576	8794
chr20	55638749	55638750	rs6127921	Response_to_citalopram_treatment	Drug_metabolism	Y	Y	N	NA	6	1491
chr20	55991694	55991695	rs6092477	Mean_corpuscular_volume	Hematological_parameters	N	N	Y	N	8	14700
chr20	56044183	56044184	rs6070116	Response_to_statin_therapy-chol_sum	Drug_metabolism	N	N	Y	Y	5.39794	3928
chr20	56796783	56796784	rs4811971	Height	Quantitative_traits	N	N	N	NA	5.22185	8842
chr20	57164854	57164855	rs127430	Waist_circumference	Quantitative_traits	Y	N	Y	Y	6	525
chr20	57475190	57475191	rs13831	Alcohol_dependence	Neurological_behavioral	Y	N	Y	Y	5.22185	1064
chr20	57587770	57587771	rs4812048	Mean_platelet_volume	Hematological_parameters	N	N	Y	Y	9	18600
chr20	57751116	57751117	rs6015450	Blood_pressure	Cardiovascular	Y	Y	Y	Y	13.3979	69395
chr20	57751116	57751117	rs6015450	Diastolic_blood_pressure	Cardiovascular	Y	N	Y	Y	22.2218	69395
chr20	57751116	57751117	rs6015450	Systolic_blood_pressure	Cardiovascular	Y	N	Y	Y	22.3979	69395
chr20	57758719	57758720	rs16982520	Hypertension	Cardiovascular	Y	N	N	NA	6.69897	29136
chr20	57790435	57790436	rs12625057	Response_to_antipsychotic_therapy_extrapyramidal_side_effects	Drug_metabolism	N	N	Y	Y	5.1549	738
chr20	59268709	59268710	rs6027755	NAFLDH	Kidney_lung_liver	N	N	Y	Y	5.22185	236
chr20	59853937	59853938	rs1970546	Volumetric_brain_MRI	Neurological_behavioral	N	N	N	NA	7.39794	705
chr20	59947043	59947044	rs4925189	Alzheimers_T-tau	Aging	N	N	Y	Y	6.22185	818
chr20	60243410	60243411	rs944260	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	5.69897	609
chr20	60921043	60921044	rs4925386	Colorectal_cancer	Cancer	Y	N	Y	Y	9.69897	7962
chr20	61895919	61895920	rs1406961	CVD_death	Cardiovascular	N	N	Y	Y	6.30103	5122
chr20	62309838	62309839	rs6010620	Glioma	Cancer	Y	Y	Y	Y	11.5229	5548
chr20	62309838	62309839	rs6010620	Glioma-high-grade	Cancer	Y	N	Y	Y	8.52288	4684
chr20	62318219	62318220	rs4809324	Glioma-high-grade	Cancer	Y	N	Y	Y	8.69897	4684
chr20	62327581	62327582	rs2297441	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	9.69897	26405
chr20	62343955	62343956	rs2315008	Inflammatory_bowel_disease	Autoimmune_disease	Y	N	N	NA	14.0458	5261
chr20	62349585	62349586	rs4809330	Crohns_disease	Autoimmune_disease	Y	N	N	NA	14.5229	21389
chr20	62409712	62409713	rs6062314	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	7	26621
chr21	11002010	11002011	rs240444	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	5.69897	4234
chr21	15845051	15845052	rs1006899	Bone_mineral_density-spine	Radiographic_parameters	Y	N	N	NA	5.22185	6865
chr21	16805219	16805220	rs1736135	Crohns_disease	Autoimmune_disease	Y	N	N	NA	8.1549	8059
chr21	16805219	16805220	rs1736135	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	6.69897	9484
chr21	16817050	16817051	rs1297265	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	12.1549	26405
chr21	16914904	16914905	rs2823357	Parkinsons_disease	Aging	N	N	N	NA	6.22185	33050
chr21	17069165	17069166	rs2823455	Panic_disorder	Neurological_behavioral	N	N	N	NA	5.04576	400
chr21	17828290	17828291	rs2823819	ADHD	Neurological_behavioral	N	N	Y	Y	6.1549	2205
chr21	18046231	18046232	rs2823962	Amyotrophic_lateral_sclerosis-survival	Aging	Y	N	N	NA	5.04576	4079
chr21	20536648	20536649	rs2825388	ADHD	Neurological_behavioral	N	N	Y	Y	5.09691	2727
chr21	21777729	21777730	rs1888414	Hippocampal_atrophy	Aging	N	N	Y	Y	6.69897	381
chr21	21885301	21885302	rs2826340	ADHD	Neurological_behavioral	N	N	N	NA	5.69897	2814
chr21	22689343	22689344	rs11088859	Waist_circumference	Quantitative_traits	Y	N	N	NA	7.39794	1060
chr21	23631675	23631676	rs2827312	Alcohol_consumption	Neurological_behavioral	Y	N	Y	N	5.09691	8754
chr21	24198814	24198815	rs7279441	Self-rated_health	Miscellaneous	N	N	N	NA	5.09691	9291
chr21	25143118	25143119	rs2828520	Major_depressive_disorder	Neurological_behavioral	N	N	N	NA	6.39794	2656
chr21	26645082	26645083	rs9977253	NAFLDH	Kidney_lung_liver	N	N	N	NA	5.30103	236
chr21	27002376	27002377	rs17001239	Cognitive_performance-PRM	Neurological_behavioral	N	N	Y	Y	5.69897	1295
chr21	28665346	28665347	rs2830840	Response_to_citalopram_treatment	Drug_metabolism	N	N	Y	Y	5.30103	1491
chr21	28696475	28696476	rs239713	Alzheimers-AB1-42	Aging	N	N	N	NA	6.30103	818
chr21	28734996	28734997	rs9977499	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	5.39794	612
chr21	28744355	28744356	rs1452093	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	5.69897	612
chr21	29475195	29475196	rs9305354	Urinary_albumin_excretion	Kidney_lung_liver	N	N	Y	Y	5.09691	1010
chr21	30141020	30141021	rs2832077	Cognitive_performance-F3	Neurological_behavioral	N	N	N	NA	5.69897	705
chr21	31050816	31050817	rs363512	ADHD-Hyperactive-impulsive_symptoms	Neurological_behavioral	N	N	Y	Y	5.39794	2727
chr21	31177510	31177511	rs458685	Breast_cancer	Cancer	N	N	Y	Y	5.22185	1345
chr21	31386242	31386243	rs9305406	Response_to_statin_therapy-SM	Drug_metabolism	N	N	Y	Y	5.09691	3928
chr21	32216252	32216253	rs7283316	Information_processing_speed_digit_symbol	Neurological_behavioral	N	N	N	NA	5.04576	4763
chr21	32440539	32440540	rs1475591	Hypertension	Cardiovascular	Y	N	N	NA	5.22185	8090
chr21	32817506	32817507	rs580140	Renal_sinus_fat	Quantitative_traits	N	N	Y	Y	5.52288	2809
chr21	32918293	32918294	rs13048019	Amyotrophic_lateral_sclerosis	Aging	N	N	N	NA	7.52288	902
chr21	33285299	33285300	rs2833556	Olanzapine_Schizophrenia_neurocognition	Drug_metabolism	N	N	Y	Y	6.30103	738
chr21	33381039	33381040	rs2833607	Vitiligo	Miscellaneous	N	N	N	NA	5.69897	76
chr21	33385185	33385186	rs2833610	Type_2_diabetes	Diabetes	N	N	N	NA	5.39794	8135
chr21	35599127	35599128	rs9982601	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	9.39794	86995
chr21	35599127	35599128	rs9982601	Myocardial_infarction	Cardiovascular	Y	N	N	NA	10.2218	6042
chr21	35652238	35652239	rs9978142	FEV1/FVC	Kidney_lung_liver	Y	N	Y	Y	7.52288	48201
chr21	35880071	35880072	rs727957	QT_interval	Cardiovascular	Y	N	N	NA	11.699	12670
chr21	36357860	36357861	rs2014300	Esophageal_cancer	Cancer	Y	N	N	NA	21.0969	4075
chr21	36416331	36416332	rs9983044	Serum_polyunsaturated_fatty_acids	Serum_metabolites	N	N	Y	Y	6.69897	8866
chr21	36533661	36533662	rs2834812	HIV_progression	Viral_disease	N	N	N	NA	5.04576	2362
chr21	38491094	38491095	rs1003719	Eye_color	Quantitative_traits	Y	N	Y	N	9.69897	5951
chr21	38740823	38740824	rs12483205	HIV-1_replication	Viral_disease	Y	N	Y	Y	5.30103	191
chr21	38932777	38932778	rs2835810	Waist-hip_ratio	Quantitative_traits	Y	N	Y	N	5.22185	2554
chr21	39852550	39852551	rs7275212	Basophil_count	Hematological_parameters	Y	N	Y	Y	17.699	8794
chr21	40056422	40056423	rs743446	Neonatal_lupus	Autoimmune_disease	N	N	N	NA	5.30103	3467
chr21	40173527	40173528	rs1209950	Lung_cancer-non-small_cell	Cancer	N	N	Y	Y	6.52288	105
chr21	40291739	40291740	rs2836754	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	6.30103	4686
chr21	40380248	40380249	rs2836823	Nicotine_dependence	Neurological_behavioral	N	N	Y	Y	5.69897	1929
chr21	40465177	40465178	rs2242944	Ankylosing_spondylitis	Autoimmune_disease	Y	N	Y	Y	19.0969	7193
chr21	40465533	40465534	rs2836878	C-reactive_protein	Serum_metabolites	Y	N	Y	Y	6.69897	66185
chr21	40465533	40465534	rs2836878	Inflammatory_bowel_disease	Autoimmune_disease	Y	N	Y	Y	11.3979	5261
chr21	40465533	40465534	rs2836878	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	21.699	26405
chr21	40469519	40469520	rs378108	Ankylosing_spondylitis	Autoimmune_disease	Y	N	Y	Y	10.699	11802
chr21	41123300	41123301	rs1735151	Hypertension	Cardiovascular	Y	N	Y	Y	5.04576	8090
chr21	41415043	41415044	rs9981861	Lung_cancer-non-small_cell	Cancer	N	N	N	NA	5.39794	105
chr21	42174959	42174960	rs2837828	Neutrophil_count	Hematological_parameters	N	N	Y	Y	6	115
chr21	42511917	42511918	rs2837960	Rheumatoid_arthritis	Autoimmune_disease	N	N	N	NA	5.69897	4798
chr21	42746080	42746081	rs45430	Melanoma	Cancer	Y	N	Y	Y	8.52288	10422
chr21	43227914	43227915	rs7279297	Tanning	Quantitative_traits	Y	N	N	NA	5.52288	2287
chr21	43707100	43707101	rs425215	Optimism	Neurological_behavioral	N	N	Y	N	6.09691	9126
chr21	43836185	43836186	rs11203203	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	Y	5.39794	25708
chr21	43836185	43836186	rs11203203	Rheumatoid_arthritis_celiac_disease	Autoimmune_disease	Y	N	Y	Y	8	38053
chr21	43836185	43836186	rs11203203	Type_1_diabetes	Diabetes	Y	N	Y	Y	8.69897	16559
chr21	43836185	43836186	rs11203203	Vitiligo	Miscellaneous	Y	N	Y	Y	9	4021
chr21	43836389	43836390	rs9976767	Type_1_diabetes	Diabetes	Y	N	N	NA	7.69897	3158
chr21	43841327	43841328	rs3788013	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	7	12501
chr21	44436176	44436177	rs2839619	Cholesterol	Serum_metabolites	N	N	Y	Y	5.09691	898
chr21	44436176	44436177	rs2839619	LDL_cholesterol	Serum_metabolites	N	N	Y	Y	5.09691	898
chr21	44445291	44445292	rs234720	Digit_Span_Forward	Neurological_behavioral	N	N	Y	Y	6.69897	1086
chr21	44448717	44448718	rs2839627	Information_processing_speed_speed_factor	Neurological_behavioral	N	N	Y	Y	5.22185	4763
chr21	44478496	44478497	rs6586282	Plasma_homocysteine	Serum_metabolites	Y	N	Y	N	9.52288	13974
chr21	44768561	44768562	rs643608	NAFLDH	Kidney_lung_liver	N	N	Y	Y	6	236
chr21	44779679	44779680	rs496300	HDL_cholesterol	Serum_metabolites	Y	N	Y	Y	6.39794	2554
chr21	45404337	45404338	rs7435	Serum_polyunsaturated_fatty_acids	Serum_metabolites	N	N	Y	Y	6.69897	8866
chr21	45615022	45615023	rs2838519	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	10.2218	26405
chr21	45615560	45615561	rs762421	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	9	8059
chr21	45647420	45647421	rs4819388	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	8.69897	15283
chr21	45709152	45709153	rs2075876	Rheumatoid_arthritis	Autoimmune_disease	Y	N	N	NA	8.39794	2733
chr21	46629589	46629590	rs2838815	Pulmonary_function-mean_ratio	Kidney_lung_liver	N	N	N	NA	5.52288	1222
chr21	47124177	47124178	rs4819143	Insulin_resistance	Serum_metabolites	N	N	Y	Y	6	1040
chr21	47445790	47445791	rs4293630	Alcohol_dependence	Neurological_behavioral	Y	N	Y	Y	5.1549	8754
chr22	18439957	18439958	rs1076540	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	16	61089
chr22	19984276	19984277	rs1034566	Platelet_count	Hematological_parameters	N	N	Y	Y	7.52288	48666
chr22	21917189	21917190	rs131654	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	N	NA	16	2252
chr22	21928640	21928641	rs181359	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	15.301	21389
chr22	21939674	21939675	rs5754217	Systemic_lupus_erythematosus	Autoimmune_disease	N	N	Y	N	5.69897	6530
chr22	21964760	21964761	rs4821112	Mean_corpuscular_volume	Hematological_parameters	N	N	N	NA	8	14700
chr22	22131124	22131125	rs2283792	Multiple_sclerosis	Autoimmune_disease	Y	N	N	NA	8.30103	26621
chr22	22307518	22307519	rs412050	ADHD	Neurological_behavioral	N	N	Y	Y	5.22185	647
chr22	23593050	23593051	rs5751614	Height	Quantitative_traits	Y	N	Y	Y	5.22185	30968
chr22	23922982	23922983	rs140174	Migrane	Neurological_behavioral	Y	N	Y	Y	5.09691	10980
chr22	24295285	24295286	rs2739330	Gamma_glutamyl_transferase	Serum_metabolites	N	N	N	NA	8.69897	61089
chr22	24990212	24990213	rs4820599	Gamma_glutamyl_transferase	Serum_metabolites	Y	Y	Y	Y	10.3979	7751
chr22	24992265	24992266	rs5751901	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	6.69897	1200
chr22	24999103	24999104	rs2073398	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	109	61089
chr22	26394723	26394724	rs8139900	Serum_urate	Serum_metabolites	N	N	Y	Y	5.39794	1017
chr22	26403598	26403599	rs1001021	Schizophrenia_bipolar_disorder_and_depression	Neurological_behavioral	N	N	N	NA	5.69897	4186
chr22	26689634	26689635	rs688034	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	5.39794	4864
chr22	26697194	26697195	rs591044	Insulin_resistance	Serum_metabolites	N	N	Y	Y	5.22185	1040
chr22	27042105	27042106	rs744016	RR_interval	Cardiovascular	N	N	Y	Y	5.30103	2325
chr22	28090206	28090207	rs5762311	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	5.1549	609
chr22	29100710	29100711	rs1547014	Optic_vertical_cup-disc_ratio	Quantitative_traits	Y	N	Y	Y	8	7360
chr22	29130011	29130012	rs738722	Esophageal_cancer	Cancer	N	N	Y	Y	8	5623
chr22	29451670	29451671	rs4823006	Waist-hip_ratio	Quantitative_traits	Y	N	Y	Y	10.5229	77167
chr22	29847721	29847722	rs13053817	Carotid_atherosclerosis_in_HIV_infection	Cardiovascular	N	N	Y	Y	5.69897	177
chr22	30337585	30337586	rs36600	Lung_cancer	Cancer	Y	N	Y	Y	12.2218	5408
chr22	30494370	30494371	rs2412971	IgA_nepropathy	Kidney_lung_liver	Y	N	N	NA	8.69897	2096
chr22	30529630	30529631	rs2412973	Inflammatory_bowel_disease-early_onset	Autoimmune_disease	Y	N	N	NA	8.69897	8571
chr22	30581721	30581722	rs5753037	Type_1_diabetes	Diabetes	Y	N	Y	Y	15.5229	16559
chr22	30592068	30592069	rs2412980	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	5.39794	612
chr22	30592486	30592487	rs713875	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	11.1549	21389
chr22	31645758	31645759	rs2106294	Diabetic_nephropathy	Diabetes	Y	N	Y	Y	5.39794	1994
chr22	32265902	32265903	rs1012068	Chronic_Hepatitis_C_infection	Viral_disease	Y	N	Y	Y	13	977
chr22	32745915	32745916	rs5998432	Alzheimers_T-tau	Aging	N	N	N	NA	6.04576	818
chr22	32867527	32867528	rs9609565	Mean_corpuscular_volume	Hematological_parameters	Y	N	N	NA	9.39794	4627
chr22	34859792	34859793	rs130575	ADHD	Neurological_behavioral	N	N	N	NA	5.30103	2727
chr22	36616444	36616445	rs4821469	End-stage_renal_disease	Kidney_lung_liver	Y	N	Y	Y	18.699	942
chr22	36679057	36679058	rs735854	Optic_disc_size_rim	Quantitative_traits	N	N	Y	Y	5.04576	2216
chr22	37310045	37310046	rs2075726	Ankylosing_spondylitis	Autoimmune_disease	Y	N	Y	Y	5.04576	6068
chr22	37467391	37467392	rs5756506	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	Y	Y	9	4627
chr22	37470223	37470224	rs2413450	Hematocrit	Hematological_parameters	Y	N	Y	Y	40.5229	24167
chr22	37470223	37470224	rs2413450	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	Y	Y	12.699	24167
chr22	37470223	37470224	rs2413450	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	33.0458	24167
chr22	37534033	37534034	rs2284033	Asthma	Autoimmune_disease	N	N	Y	N	8	26475
chr22	37551606	37551607	rs743777	Rheumatoid_arthritis	Autoimmune_disease	N	Y	Y	Y	6	4798
chr22	37551606	37551607	rs743777	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	5.69897	12501
chr22	37591317	37591318	rs229541	Type_1_diabetes	Diabetes	Y	Y	Y	Y	7.69897	8207
chr22	37919266	37919267	rs9607469	Optic_disc_parameters	Quantitative_traits	Y	N	Y	Y	11.5229	4445
chr22	37982011	37982012	rs12157904	Response_to_antidepressants-bupropion	Drug_metabolism	N	N	N	NA	5.69897	1439
chr22	38544297	38544298	rs2284063	Cutaneous_nevi	Miscellaneous	Y	N	Y	Y	7.52288	1524
chr22	38544297	38544298	rs2284063	Melanoma	Cancer	Y	N	Y	Y	8.69897	5456
chr22	38545618	38545619	rs6001027	Melanoma	Cancer	Y	N	N	NA	5.69897	10422
chr22	38569005	38569006	rs738322	Cutaneous_nevi	Miscellaneous	Y	N	Y	Y	6	9136
chr22	39332622	39332623	rs1014971	Bladder_cancer	Cancer	Y	N	Y	Y	11.0969	8652
chr22	39659772	39659773	rs2413583	Crohns_disease	Autoimmune_disease	Y	N	N	NA	26	21389
chr22	39670850	39670851	rs968451	Primary_biliary_cirrhosis	Autoimmune_disease	Y	N	N	NA	9	7003
chr22	39687483	39687484	rs54211	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	6.09691	609
chr22	40452118	40452119	rs9623117	Prostate_cancer	Cancer	Y	N	Y	Y	6.30103	2834
chr22	40652872	40652873	rs12484776	Uterine_fibroids	Miscellaneous	Y	N	Y	Y	11.5229	3035
chr22	40697580	40697581	rs139909	Height	Quantitative_traits	Y	N	Y	N	6.69897	10074
chr22	40820150	40820151	rs5757949	Height	Quantitative_traits	Y	N	Y	Y	5.39794	10074
chr22	42218855	42218856	rs7364180	Alzheimers-AB1-42	Aging	N	N	Y	Y	6	374
chr22	43500211	43500212	rs5759167	Prostate_cancer	Cancer	Y	N	Y	Y	28.2218	3748
chr22	43518274	43518275	rs742134	Prostate_cancer	Cancer	Y	N	Y	Y	5.22185	7240
chr22	44325995	44325996	rs12483959	Aspartate_aminotransferase	Serum_metabolites	Y	Y	N	NA	38.699	12545
chr22	44332569	44332570	rs2281135	Alanine_aminotransferase	Serum_metabolites	Y	N	N	NA	15.0969	7751
chr22	46795140	46795141	rs9615362	Longevity	Aging	Y	N	Y	Y	8.04576	1727
chr22	48284513	48284514	rs9627183	ADHD	Neurological_behavioral	N	N	Y	Y	5.52288	187
chr22	50086372	50086373	rs6009824	Natriuretic_peptide	Serum_metabolites	Y	N	N	NA	5.1549	1325
chr22	50966913	50966914	rs470119	Mean_corpuscular_hemoglobin	Hematological_parameters	N	N	Y	Y	7.39794	14700
chr22	50971265	50971266	rs140522	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	7.69897	26621
chr22	50971751	50971752	rs131794	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	15	24167
chr22	51017352	51017353	rs5770917	Narcolepsy	Neurological_behavioral	Y	N	Y	Y	7.22185	611
chr3	172476	172477	rs6795349	Response_to_antidepressants-bupropion	Drug_metabolism	N	N	N	NA	5.69897	1439
chr3	191046	191047	rs10510181	Scoliosis	Miscellaneous	Y	Y	N	NA	6.09691	1541
chr3	312348	312349	rs6764363	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	N	5.22185	609
chr3	883850	883851	rs4684585	Response_to_statin_therapy_LDL_sum	Drug_metabolism	N	N	N	NA	6.04576	3928
chr3	898660	898661	rs35964523	Response_to_statin_therapy-ALTHBV	Drug_metabolism	N	N	N	NA	5.09691	3928
chr3	1839692	1839693	rs10510217	Alzheimers_Total_ventricular_volume	Aging	N	N	N	NA	5.52288	954
chr3	2624937	2624938	rs2619566	Amyotrophic_lateral_sclerosis-age_of_onset	Aging	Y	N	Y	Y	5.1549	4079
chr3	2654690	2654691	rs4370013	Diastolic_blood_pressure	Cardiovascular	N	N	N	NA	5.39794	1327
chr3	3658839	3658840	rs1601875	Bipolar_disorder	Neurological_behavioral	N	N	N	NA	5.1549	10596
chr3	4437357	4437358	rs794185	Multiple_sclerosis-Brain_Glutamate_Concentrations	Autoimmune_disease	N	N	Y	Y	6.22185	372
chr3	5013875	5013876	rs6442925	Keratoconus	Miscellaneous	Y	N	N	NA	5.69897	3546
chr3	6377694	6377695	rs271066	Amyotrophic_lateral_sclerosis-age_of_onset	Aging	N	N	N	NA	5.52288	2222
chr3	7403645	7403646	rs13080594	Bipolar_disorder_personality_ZKPQ-neuroticism_anxiety	Neurological_behavioral	N	N	N	NA	6.09691	1007
